text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
kr',"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 7",p02,N,,,,like,chief; teacher,,,כר',rby#2 rby#2 noun sg. abs. or construct,preposition with pronominal suffix | noun,like | chief; teacher
xynn),"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 8",PN Personal name,,,,,,,,,חיננא,xynn),proper name Personal name,
br,"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 9",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
pp),"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 10",PN Personal name,,,,,,,,,פפא,pp),proper name Personal name,
xzr,"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 11",verb G,,,,,to return (intrans.),(as co-verb) to do something again,to return (trans.),,חזר,xzr,verb peal,to return (intrans.) | (as co-verb) to do something again | to return (trans.)
w)m',"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 12",verb G,c,,,,to say,to command,to think,idiomatic and special usages:,ואמ',w_,verb peal | conjunction,to say | to command | to think | idiomatic and special usages:
cmyy),"Masekhet: 5330007, Page: 49, Side: a, Line: 08, Word: 0",noun sg. emphatic,,,,,(unclear: Mas 49a),,,,צמייא,cmyy),noun sg. emphatic,(unclear: Mas 49a)
qyyT),"Masekhet: 5330007, Page: 49, Side: a, Line: 08, Word: 1",N,,,,,summer,,,,קייטא,qyyT#3 qyyT#3 noun sg. emphatic,noun,summer
cmyy),"Masekhet: 5330007, Page: 49, Side: a, Line: 09, Word: 0",noun sg. emphatic,,,,,(unclear: Mas 49a),,,,צמייא,cmyy),noun sg. emphatic,(unclear: Mas 49a)
qyyT),"Masekhet: 5330007, Page: 49, Side: a, Line: 09, Word: 1",N,,,,,summer,,,,קייטא,qyyT#3 qyyT#3 noun sg. emphatic,noun,summer
