text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
mN,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 10",p01,,,,,from,,,,מן,mn,preposition independent,from
""")rwN""","Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 11",No data,,,,,,,,,ארון,None,No data,
dbyt,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 12",N,p,,,,house; structure; place,,,,דבית,d_ d_ p,noun | preposition,house; structure; place
r',"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 13",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
yn)y,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 14",PN Personal name,,,,,,,,,ינאי,yn)y,proper name Personal name,
)mryN,"Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרין,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""wkpwrt","Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 1",No data,,,,,,,,,וכפורת,None,No data,
"Tpx""","Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 2",No data,,,,,,,,,טפח,None,No data,
r',"Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 3",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
$m(wN,"Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 4",PN Personal name,,,,,,,,,שמעון,$m(wN,proper name Personal name,
"""bN""","Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 5",No data,,,,,,,,,בן,None,No data,
ywcdq,"Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 6",PN Personal name,,,,,,,,,יוצדק,ywcdq,proper name Personal name,
ylyP,"Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 7",V,,,,,,,,,יליף,ylp ylp verb G,V,
lh,"Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 8",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,
mN,"Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 9",p01,,,,,from,,,,מן,mn,preposition independent,from
"""h(glwt""","Masekhet: 5330012, Page: 02, Side: d, Line: 24, Word: 10",No data,,,,,,,,,העגלות,None,No data,
bmxzwrh,"Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 0",p02,noun sg. emphatic,,,,"in, with",cycle,,,במחזורה,mxzwr,preposition with pronominal suffix | noun sg. emphatic,"in, with | cycle"
tnyyn),"Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 1",A,,,,,second; repetition,,,,תניינא,tnyyn tnyyn A02,adjective,second; repetition
)mr,"Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
