text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
nynhw;,"Masekhet: 71006, Page: 003, Side: 1, Line: 19, Word: 0",P01,,,,,they (m.) are,,,,נינהו;,nynhw,preposition independent,they (m.) are
m)y,"Masekhet: 71006, Page: 003, Side: 2, Line: 02, Word: 0",P01,,,,,what,,,,מאי,m)y,preposition independent,what
)yk),"Masekhet: 71006, Page: 003, Side: 2, Line: 02, Word: 1",a,,,,,there is here,,,,איכא,)yk),adverb,there is here
lmymr;,"Masekhet: 71006, Page: 003, Side: 2, Line: 02, Word: 2",p02,verb G,,,,to say,to command,to think,idiomatic and special usages:,למימר;,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
(d,"Masekhet: 71006, Page: 003, Side: 2, Line: 12, Word: 0",p01,,,,,until,,,,עד,(d,preposition independent,until
k)N,"Masekhet: 71006, Page: 003, Side: 2, Line: 12, Word: 1",a,,,,,here,,,,כאן,k)n,adverb,here
l),"Masekhet: 71006, Page: 003, Side: 2, Line: 12, Word: 2",a,,,,,"no, not",,,,לא,l),adverb,"no, not"
plygy,"Masekhet: 71006, Page: 003, Side: 2, Line: 12, Word: 3",verb G,,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",פליגי,plg,verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
)l),"Masekhet: 71006, Page: 003, Side: 2, Line: 12, Word: 4",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
"""bqyxwt""","Masekhet: 71006, Page: 003, Side: 2, Line: 12, Word: 5",No data,,,,,,,,,בקיחות,None,No data,
d(lm);,"Masekhet: 71006, Page: 003, Side: 2, Line: 13, Word: 0",p,,,,,"of, genitive particle",,,,דעלמא;,d_,preposition,"of, genitive particle"
hny,"Masekhet: 71006, Page: 003, Side: 2, Line: 15, Word: 0",P01,,,,,"these, those",,,,הני,hny,preposition independent,"these, those"
prw$y,"Masekhet: 71006, Page: 003, Side: 2, Line: 15, Word: 1",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",פרושי,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
mpr$y,"Masekhet: 71006, Page: 003, Side: 2, Line: 15, Word: 2",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפרשי,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
$m(,"Masekhet: 71006, Page: 003, Side: 2, Line: 19, Word: 0",verb G,,,,,to hear (w. d.o. or,) something,to listen,,שמע,$m(,verb peal,to hear (w. d.o. or | ) something | to listen
mynh;,"Masekhet: 71006, Page: 003, Side: 2, Line: 19, Word: 1",p02,,,,,from,,,,מינה;,mn,preposition with pronominal suffix,from
mkdy,"Masekhet: 71006, Page: 003, Side: 2, Line: 20, Word: 0",a,,,,,"now, well, since",,,,מכדי,mkdy,adverb,"now, well, since"
kt',"Masekhet: 71006, Page: 003, Side: 2, Line: 20, Word: 1",verb G,,,,,to write,to draw,,,כת',ktb,verb peal,to write | to draw
l)pwqy,"Masekhet: 71006, Page: 003, Side: 2, Line: 27, Word: 0",p02,verb C,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""(crt","Masekhet: 71006, Page: 003, Side: 2, Line: 27, Word: 1",No data,,,,,,,,,עצרת,None,No data,
wr)$,"Masekhet: 71006, Page: 003, Side: 2, Line: 27, Word: 2",No data,,,,,,,,,וראש,None,No data,
"h$nh""","Masekhet: 71006, Page: 003, Side: 2, Line: 27, Word: 3",No data,,,,,,,,,השנה,None,No data,
dtrwyhw,"Masekhet: 71006, Page: 003, Side: 2, Line: 27, Word: 4",p,n02,,,,"of, genitive particle",two,,,דתרויהו,try,preposition | numeral singular determined,"of, genitive particle | two"
"""(wlwt""","Masekhet: 71006, Page: 003, Side: 2, Line: 27, Word: 5",No data,,,,,,,,,עולות,None,No data,
nynhw;,"Masekhet: 71006, Page: 003, Side: 2, Line: 28, Word: 0",P01,,,,,they (m.) are,,,,נינהו;,nynhw,preposition independent,they (m.) are
l)pwqy,"Masekhet: 71006, Page: 003, Side: 2, Line: 29, Word: 0",p02,verb C,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
kwlhy,"Masekhet: 71006, Page: 003, Side: 2, Line: 29, Word: 1",noun sg. emphatic,,,,,"all, every",,,,כולהי,kl,noun sg. emphatic,"all, every"
qw$yyt),"Masekhet: 71006, Page: 003, Side: 2, Line: 29, Word: 2",noun pl. emphatic,,,,,"hardness, difficulty",,,,קושייתא,qw$y),noun pl. emphatic,"hardness, difficulty"
l)pwqy,"Masekhet: 71006, Page: 003, Side: 2, Line: 32, Word: 0",p02,verb C,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
hny;,"Masekhet: 71006, Page: 003, Side: 2, Line: 32, Word: 1",P01,,,,,"these, those",,,,הני;,hny,preposition independent,"these, those"
m)y,"Masekhet: 71006, Page: 003, Side: 2, Line: 32, Word: 2",P01,,,,,what,,,,מאי,m)y,preposition independent,what
"""txlh""","Masekhet: 71006, Page: 003, Side: 2, Line: 32, Word: 3",No data,,,,,,,,,תחלה,None,No data,
)y,"Masekhet: 71006, Page: 003, Side: 2, Line: 33, Word: 0",c,,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
lym),"Masekhet: 71006, Page: 003, Side: 2, Line: 33, Word: 1",verb G,,,,,to say,to command,to think,idiomatic and special usages:,לימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""txlh","Masekhet: 71006, Page: 003, Side: 2, Line: 33, Word: 2",No data,,,,,,,,,תחלה,None,No data,
bkhN,"Masekhet: 71006, Page: 003, Side: 2, Line: 33, Word: 3",No data,,,,,,,,,בכהן,None,No data,
"gdwl""","Masekhet: 71006, Page: 003, Side: 2, Line: 33, Word: 4",No data,,,,,,,,,גדול,None,No data,
hyny,"Masekhet: 71006, Page: 003, Side: 2, Line: 33, Word: 5",P,,,,,"this is, that is",,,,היני,hyynw,P,"this is, that is"
qmyt);,"Masekhet: 71006, Page: 003, Side: 2, Line: 34, Word: 0",A,,,,,first,,,,קמיתא;,qm),adjective,first
ky,"Masekhet: 71006, Page: 003, Side: 2, Line: 35, Word: 0",c,,,,,when,,,,כי,ky,conjunction,when
)t),"Masekhet: 71006, Page: 003, Side: 2, Line: 35, Word: 1",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
rb,"Masekhet: 71006, Page: 003, Side: 2, Line: 35, Word: 2",No data,,,,,,,,,רב,None,No data,
dymy,"Masekhet: 71006, Page: 003, Side: 2, Line: 35, Word: 3",No data,,,,,,,,,דימי,None,No data,
)m';,"Masekhet: 71006, Page: 003, Side: 2, Line: 35, Word: 4",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
r',"Masekhet: 71006, Page: 003, Side: 2, Line: 35, Word: 5",No data,,,,,,,,,ר',None,No data,
ywxnN,"Masekhet: 71006, Page: 003, Side: 2, Line: 35, Word: 6",No data,,,,,,,,,יוחנן,None,No data,
mtny,"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 0",verb C,,,,,to have repeated,to teach a tannaitic tradition,,,מתני,tny,verb (h)aphel,to have repeated | to teach a tannaitic tradition
xd),"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 1",n01,,,,,one,,,,חדא,xd,numeral singular absolute or construct,one
wr',"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 2",No data,,,,,,,,,ור',None,No data,
yhw$(,"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 3",No data,,,,,,,,,יהושע,None,No data,
bN,"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 4",No data,,,,,,,,,בן,None,No data,
lwy,"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 5",No data,,,,,,,,,לוי,None,No data,
mtny,"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 6",verb C,,,,,to have repeated,to teach a tannaitic tradition,,,מתני,tny,verb (h)aphel,to have repeated | to teach a tannaitic tradition
trty;,"Masekhet: 71006, Page: 003, Side: 2, Line: 36, Word: 7",n02,,,,,two,,,,תרתי;,try,numeral singular determined,two
wh),"Masekhet: 71006, Page: 003, Side: 2, Line: 40, Word: 0",c,I01,,,,"and, also",here! look!,,,והא,h),conjunction | I01,"and, also | here! look!"
)nN,"Masekhet: 71006, Page: 003, Side: 2, Line: 40, Word: 1",P01,,,,,we,,,,אנן,)nn,preposition independent,we
tnN,"Masekhet: 71006, Page: 003, Side: 2, Line: 40, Word: 2",verb G,,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תנן,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
..;,"Masekhet: 71006, Page: 003, Side: 2, Line: 40, Word: 3",No data,,,,,,,,,;,None,No data,
