text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
"$wh""","Masekhet: 71027, Page: 003, Side: 1, Line: 45, Word: 2",No data,,,,,,,,,שוה,None,No data,
mcTrP;,"Masekhet: 71027, Page: 003, Side: 1, Line: 45, Word: 3",verb Dt,,,,,to be cleansed,to be joined together,,,מצטרף;,crp,verb ethpaal,to be cleansed | to be joined together
dlm);,"Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 0",c,,,,,"lest, perhaps",,,,דלמא;,dylm),conjunction,"lest, perhaps"
kywN,"Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 1",c,,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
d)ydy,"Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 2",c,P01,,,,"who,which (relative)",this one,,,דאידי,)ydy,conjunction | preposition independent,"who,which (relative) | this one"
w)ydy,"Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 3",c,P01,,,,"and, also",this one,,,ואידי,)ydy,conjunction | preposition independent,"and, also | this one"
"""krt""","Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 4",No data,,,,,,,,,כרת,None,No data,
hw),"Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 5",P01,,,,,he,,,,הוא,hw),preposition independent,he
mcTrpy;,"Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 6",verb Dt,,,,,to be cleansed,to be joined together,,,מצטרפי;,crp,verb ethpaal,to be cleansed | to be joined together
tyqw;,"Masekhet: 71027, Page: 003, Side: 1, Line: 46, Word: 7",verb G,,,,,to rise,"to stand, to be raised up","to stand still, to stop",with various prepositions,תיקו;,qwm,verb peal,"to rise | to stand, to be raised up | to stand still, to stop | with various prepositions"
)lyb),"Masekhet: 71027, Page: 003, Side: 1, Line: 47, Word: 0",p01,,,,,according to the opinion of,,,,אליבא,)lyb),preposition independent,according to the opinion of
dm)N,"Masekhet: 71027, Page: 003, Side: 1, Line: 48, Word: 0",c,P01,,,,"who,which (relative)",who?,,,דמאן,m)n,conjunction | preposition independent,"who,which (relative) | who?"
